Instrument Serial Num,Reading #,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units,Mg Compound,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error1s,Mg User Factor Slope,Mg User Factor Offset,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error1s,Al User Factor Slope,Al User Factor Offset,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error1s,Si User Factor Slope,Si User Factor Offset,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,P User Factor Slope,P User Factor Offset,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,S User Factor Slope,S User Factor Offset,Cl Compound,Cl Compound Level,Cl Compound Error,Cl Concentration,Cl Error1s,Cl User Factor Slope,Cl User Factor Offset,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ca User Factor Slope,Ca User Factor Offset,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,Ti User Factor Slope,Ti User Factor Offset,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,V User Factor Slope,V User Factor Offset,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Cr User Factor Slope,Cr User Factor Offset,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Mn User Factor Slope,Mn User Factor Offset,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Fe User Factor Slope,Fe User Factor Offset,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Co User Factor Slope,Co User Factor Offset,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Ni User Factor Slope,Ni User Factor Offset,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Cu User Factor Slope,Cu User Factor Offset,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,Zn User Factor Slope,Zn User Factor Offset,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,As User Factor Slope,As User Factor Offset,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Se User Factor Slope,Se User Factor Offset,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Rb User Factor Slope,Rb User Factor Offset,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Sr User Factor Slope,Sr User Factor Offset,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Y User Factor Slope,Y User Factor Offset,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Zr User Factor Slope,Zr User Factor Offset,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Nb User Factor Slope,Nb User Factor Offset,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Mo User Factor Slope,Mo User Factor Offset,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Ag User Factor Slope,Ag User Factor Offset,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Cd User Factor Slope,Cd User Factor Offset,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sn User Factor Slope,Sn User Factor Offset,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Sb User Factor Slope,Sb User Factor Offset,Ba Compound,Ba Compound Level,Ba Compound Error,Ba Concentration,Ba Error1s,Ba User Factor Slope,Ba User Factor Offset,La Compound,La Compound Level,La Compound Error,La Concentration,La Error1s,La User Factor Slope,La User Factor Offset,Ce Compound,Ce Compound Level,Ce Compound Error,Ce Concentration,Ce Error1s,Ce User Factor Slope,Ce User Factor Offset,Pr Compound,Pr Compound Level,Pr Compound Error,Pr Concentration,Pr Error1s,Pr User Factor Slope,Pr User Factor Offset,Nd Compound,Nd Compound Level,Nd Compound Error,Nd Concentration,Nd Error1s,Nd User Factor Slope,Nd User Factor Offset,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,W User Factor Slope,W User Factor Offset,Au Compound,Au Compound Level,Au Compound Error,Au Concentration,Au Error1s,Au User Factor Slope,Au User Factor Offset,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Hg User Factor Slope,Hg User Factor Offset,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Pb User Factor Slope,Pb User Factor Offset,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Bi User Factor Slope,Bi User Factor Offset,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,Th User Factor Slope,Th User Factor Offset,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,U User Factor Slope,U User Factor Offset,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error1s,LE User Factor Slope,LE User Factor Offset,info,Real Time 1,Real Time 2,Real Time 3,
820926,24,2024-04-22,13:57:55,Geochem(3-Beam),,24,No,,,PPM,,,,<LOD,82827,1.00000,0.00000,,,,43000,2085,1.00000,0.00000,,,,205699,2250,1.00000,0.00000,,,,8389,301,1.00000,0.00000,,,,1701,214,1.00000,0.00000,,,,<LOD,2709,1.00000,0.00000,,,,34858,452,1.00000,0.00000,,,,10456,727,1.00000,0.00000,,,,<LOD,805,1.00000,0.00000,,,,1157,146,1.00000,0.00000,,,,3637,178,1.00000,0.00000,,,,35891,581,1.00000,0.00000,,,,<LOD,491,1.00000,0.00000,,,,134,29,1.00000,0.00000,,,,2406,78,1.00000,0.00000,,,,509,33,1.00000,0.00000,,,,<LOD,38,1.00000,0.00000,,,,<LOD,20,1.00000,0.00000,,,,27,4,1.00000,0.00000,,,,63,5,1.00000,0.00000,,,,37,5,1.00000,0.00000,,,,77,7,1.00000,0.00000,,,,34,6,1.00000,0.00000,,,,<LOD,33,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,140,1.00000,0.00000,,,,<LOD,148,1.00000,0.00000,,,,<LOD,198,1.00000,0.00000,,,,<LOD,10076,1.00000,0.00000,,,,<LOD,19276,1.00000,0.00000,,,,<LOD,19449,1.00000,0.00000,,,,<LOD,27875,1.00000,0.00000,,,,<LOD,58431,1.00000,0.00000,,,,<LOD,216,1.00000,0.00000,,,,<LOD,53,1.00000,0.00000,,,,<LOD,103,1.00000,0.00000,,,,36,10,1.00000,0.00000,,,,<LOD,166,1.00000,0.00000,,,,<LOD,77,1.00000,0.00000,,,,38,9,1.00000,0.00000,,,,651852,2714,1.00000,0.00000,A_A2_W,10,20,20,
820926,25,2024-04-22,14:00:06,Geochem(3-Beam),,25,No,,,PPM,,,,<LOD,34804,1.00000,0.00000,,,,30493,766,1.00000,0.00000,,,,178332,939,1.00000,0.00000,,,,3239,85,1.00000,0.00000,,,,693,56,1.00000,0.00000,,,,<LOD,1173,1.00000,0.00000,,,,10359,78,1.00000,0.00000,,,,6057,274,1.00000,0.00000,,,,<LOD,305,1.00000,0.00000,,,,<LOD,172,1.00000,0.00000,,,,662,39,1.00000,0.00000,,,,26223,216,1.00000,0.00000,,,,<LOD,224,1.00000,0.00000,,,,44,8,1.00000,0.00000,,,,146,10,1.00000,0.00000,,,,118,7,1.00000,0.00000,,,,12,4,1.00000,0.00000,,,,<LOD,6,1.00000,0.00000,,,,74,2,1.00000,0.00000,,,,138,3,1.00000,0.00000,,,,38,2,1.00000,0.00000,,,,597,6,1.00000,0.00000,,,,25,2,1.00000,0.00000,,,,<LOD,16,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,70,1.00000,0.00000,,,,<LOD,81,1.00000,0.00000,,,,<LOD,108,1.00000,0.00000,,,,102,17,1.00000,0.00000,,,,<LOD,6073,1.00000,0.00000,,,,<LOD,6545,1.00000,0.00000,,,,<LOD,9730,1.00000,0.00000,,,,<LOD,20477,1.00000,0.00000,,,,<LOD,65,1.00000,0.00000,,,,<LOD,17,1.00000,0.00000,,,,<LOD,33,1.00000,0.00000,,,,57,4,1.00000,0.00000,,,,<LOD,72,1.00000,0.00000,,,,36,7,1.00000,0.00000,,,,<LOD,21,1.00000,0.00000,,,,742555,1103,1.00000,0.00000,C_B2_S,10,20,20,
820926,26,2024-04-22,14:02:38,Geochem(3-Beam),,26,No,,,PPM,,,,<LOD,34919,1.00000,0.00000,,,,40590,852,1.00000,0.00000,,,,188422,1001,1.00000,0.00000,,,,3059,89,1.00000,0.00000,,,,571,59,1.00000,0.00000,,,,<LOD,1148,1.00000,0.00000,,,,12584,94,1.00000,0.00000,,,,5267,286,1.00000,0.00000,,,,<LOD,312,1.00000,0.00000,,,,<LOD,175,1.00000,0.00000,,,,654,41,1.00000,0.00000,,,,28242,235,1.00000,0.00000,,,,168,48,1.00000,0.00000,,,,<LOD,35,1.00000,0.00000,,,,127,10,1.00000,0.00000,,,,88,7,1.00000,0.00000,,,,25,4,1.00000,0.00000,,,,<LOD,7,1.00000,0.00000,,,,92,3,1.00000,0.00000,,,,193,4,1.00000,0.00000,,,,35,2,1.00000,0.00000,,,,539,6,1.00000,0.00000,,,,29,3,1.00000,0.00000,,,,<LOD,16,1.00000,0.00000,,,,13,3,1.00000,0.00000,,,,<LOD,72,1.00000,0.00000,,,,<LOD,83,1.00000,0.00000,,,,<LOD,110,1.00000,0.00000,,,,107,18,1.00000,0.00000,,,,<LOD,6345,1.00000,0.00000,,,,<LOD,6788,1.00000,0.00000,,,,<LOD,9982,1.00000,0.00000,,,,<LOD,21114,1.00000,0.00000,,,,<LOD,72,1.00000,0.00000,,,,<LOD,20,1.00000,0.00000,,,,<LOD,38,1.00000,0.00000,,,,67,5,1.00000,0.00000,,,,<LOD,73,1.00000,0.00000,,,,<LOD,34,1.00000,0.00000,,,,<LOD,22,1.00000,0.00000,,,,719128,1180,1.00000,0.00000,C_B6_C,10,20,20,
820926,27,2024-04-22,14:05:21,Geochem(3-Beam),,27,No,,,PPM,,,,<LOD,36424,1.00000,0.00000,,,,52415,1141,1.00000,0.00000,,,,251655,1497,1.00000,0.00000,,,,5153,144,1.00000,0.00000,,,,1464,97,1.00000,0.00000,,,,<LOD,1198,1.00000,0.00000,,,,22171,183,1.00000,0.00000,,,,8965,451,1.00000,0.00000,,,,<LOD,496,1.00000,0.00000,,,,<LOD,253,1.00000,0.00000,,,,1063,66,1.00000,0.00000,,,,46700,427,1.00000,0.00000,,,,<LOD,375,1.00000,0.00000,,,,72,15,1.00000,0.00000,,,,493,23,1.00000,0.00000,,,,366,17,1.00000,0.00000,,,,34,7,1.00000,0.00000,,,,<LOD,9,1.00000,0.00000,,,,97,4,1.00000,0.00000,,,,206,5,1.00000,0.00000,,,,44,4,1.00000,0.00000,,,,436,8,1.00000,0.00000,,,,42,4,1.00000,0.00000,,,,<LOD,20,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,83,1.00000,0.00000,,,,<LOD,93,1.00000,0.00000,,,,<LOD,125,1.00000,0.00000,,,,56,14,1.00000,0.00000,,,,<LOD,10276,1.00000,0.00000,,,,<LOD,10788,1.00000,0.00000,,,,<LOD,16219,1.00000,0.00000,,,,<LOD,32978,1.00000,0.00000,,,,<LOD,109,1.00000,0.00000,,,,<LOD,29,1.00000,0.00000,,,,<LOD,54,1.00000,0.00000,,,,96,8,1.00000,0.00000,,,,<LOD,100,1.00000,0.00000,,,,66,11,1.00000,0.00000,,,,26,6,1.00000,0.00000,,,,608379,1686,1.00000,0.00000,B_B1_S,10,20,20,
820926,28,2024-04-22,14:07:49,Geochem(3-Beam),,28,No,,,PPM,,,,<LOD,35440,1.00000,0.00000,,,,44881,948,1.00000,0.00000,,,,213063,1171,1.00000,0.00000,,,,3473,105,1.00000,0.00000,,,,893,72,1.00000,0.00000,,,,<LOD,1184,1.00000,0.00000,,,,13334,107,1.00000,0.00000,,,,7875,351,1.00000,0.00000,,,,<LOD,389,1.00000,0.00000,,,,<LOD,203,1.00000,0.00000,,,,628,45,1.00000,0.00000,,,,31303,276,1.00000,0.00000,,,,<LOD,274,1.00000,0.00000,,,,58,11,1.00000,0.00000,,,,122,11,1.00000,0.00000,,,,112,9,1.00000,0.00000,,,,21,5,1.00000,0.00000,,,,<LOD,7,1.00000,0.00000,,,,100,3,1.00000,0.00000,,,,210,4,1.00000,0.00000,,,,42,3,1.00000,0.00000,,,,710,8,1.00000,0.00000,,,,27,3,1.00000,0.00000,,,,<LOD,18,1.00000,0.00000,,,,9,3,1.00000,0.00000,,,,<LOD,77,1.00000,0.00000,,,,<LOD,88,1.00000,0.00000,,,,<LOD,116,1.00000,0.00000,,,,101,16,1.00000,0.00000,,,,<LOD,7179,1.00000,0.00000,,,,<LOD,7677,1.00000,0.00000,,,,<LOD,11487,1.00000,0.00000,,,,<LOD,23792,1.00000,0.00000,,,,<LOD,83,1.00000,0.00000,,,,<LOD,23,1.00000,0.00000,,,,<LOD,43,1.00000,0.00000,,,,61,5,1.00000,0.00000,,,,<LOD,88,1.00000,0.00000,,,,72,9,1.00000,0.00000,,,,<LOD,27,1.00000,0.00000,,,,682905,1345,1.00000,0.00000,D_B2_C,10,20,20,
820926,29,2024-04-22,14:10:09,Geochem(3-Beam),,29,No,,,PPM,,,,<LOD,34459,1.00000,0.00000,,,,45954,934,1.00000,0.00000,,,,204960,1118,1.00000,0.00000,,,,4020,105,1.00000,0.00000,,,,976,71,1.00000,0.00000,,,,<LOD,1162,1.00000,0.00000,,,,15969,119,1.00000,0.00000,,,,7491,338,1.00000,0.00000,,,,<LOD,350,1.00000,0.00000,,,,<LOD,200,1.00000,0.00000,,,,669,45,1.00000,0.00000,,,,29970,262,1.00000,0.00000,,,,<LOD,262,1.00000,0.00000,,,,64,11,1.00000,0.00000,,,,149,11,1.00000,0.00000,,,,134,9,1.00000,0.00000,,,,14,4,1.00000,0.00000,,,,<LOD,7,1.00000,0.00000,,,,100,3,1.00000,0.00000,,,,212,4,1.00000,0.00000,,,,40,3,1.00000,0.00000,,,,629,7,1.00000,0.00000,,,,32,3,1.00000,0.00000,,,,<LOD,18,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,76,1.00000,0.00000,,,,<LOD,86,1.00000,0.00000,,,,<LOD,115,1.00000,0.00000,,,,87,16,1.00000,0.00000,,,,<LOD,7292,1.00000,0.00000,,,,<LOD,7623,1.00000,0.00000,,,,<LOD,11235,1.00000,0.00000,,,,<LOD,23445,1.00000,0.00000,,,,<LOD,85,1.00000,0.00000,,,,<LOD,23,1.00000,0.00000,,,,<LOD,44,1.00000,0.00000,,,,64,5,1.00000,0.00000,,,,<LOD,86,1.00000,0.00000,,,,75,9,1.00000,0.00000,,,,13,4,1.00000,0.00000,,,,688380,1300,1.00000,0.00000,D_C1_S,10,20,20,
820926,30,2024-04-22,14:12:33,Geochem(3-Beam),,30,No,,,PPM,,,,<LOD,34147,1.00000,0.00000,,,,46459,877,1.00000,0.00000,,,,189227,1010,1.00000,0.00000,,,,2803,87,1.00000,0.00000,,,,801,60,1.00000,0.00000,,,,<LOD,1137,1.00000,0.00000,,,,11502,88,1.00000,0.00000,,,,7477,311,1.00000,0.00000,,,,<LOD,318,1.00000,0.00000,,,,<LOD,169,1.00000,0.00000,,,,602,40,1.00000,0.00000,,,,30902,251,1.00000,0.00000,,,,<LOD,249,1.00000,0.00000,,,,41,9,1.00000,0.00000,,,,128,10,1.00000,0.00000,,,,94,7,1.00000,0.00000,,,,15,4,1.00000,0.00000,,,,<LOD,6,1.00000,0.00000,,,,95,3,1.00000,0.00000,,,,183,4,1.00000,0.00000,,,,39,3,1.00000,0.00000,,,,590,7,1.00000,0.00000,,,,32,3,1.00000,0.00000,,,,<LOD,16,1.00000,0.00000,,,,12,3,1.00000,0.00000,,,,<LOD,71,1.00000,0.00000,,,,<LOD,83,1.00000,0.00000,,,,<LOD,111,1.00000,0.00000,,,,122,18,1.00000,0.00000,,,,<LOD,6343,1.00000,0.00000,,,,<LOD,6871,1.00000,0.00000,,,,<LOD,10270,1.00000,0.00000,,,,<LOD,21683,1.00000,0.00000,,,,<LOD,72,1.00000,0.00000,,,,<LOD,20,1.00000,0.00000,,,,<LOD,38,1.00000,0.00000,,,,64,5,1.00000,0.00000,,,,<LOD,75,1.00000,0.00000,,,,36,7,1.00000,0.00000,,,,<LOD,23,1.00000,0.00000,,,,708775,1198,1.00000,0.00000,C_B3_C,10,20,20,
820926,31,2024-04-22,14:16:57,Geochem(3-Beam),,31,No,,,PPM,,,,<LOD,32102,1.00000,0.00000,,,,43016,806,1.00000,0.00000,,,,177660,920,1.00000,0.00000,,,,2976,81,1.00000,0.00000,,,,853,54,1.00000,0.00000,,,,<LOD,1055,1.00000,0.00000,,,,12001,85,1.00000,0.00000,,,,6550,278,1.00000,0.00000,,,,<LOD,299,1.00000,0.00000,,,,<LOD,163,1.00000,0.00000,,,,643,38,1.00000,0.00000,,,,31383,239,1.00000,0.00000,,,,<LOD,236,1.00000,0.00000,,,,42,8,1.00000,0.00000,,,,114,9,1.00000,0.00000,,,,124,8,1.00000,0.00000,,,,17,4,1.00000,0.00000,,,,<LOD,6,1.00000,0.00000,,,,83,3,1.00000,0.00000,,,,183,3,1.00000,0.00000,,,,40,2,1.00000,0.00000,,,,466,5,1.00000,0.00000,,,,21,2,1.00000,0.00000,,,,<LOD,14,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,68,1.00000,0.00000,,,,<LOD,79,1.00000,0.00000,,,,<LOD,108,1.00000,0.00000,,,,183,19,1.00000,0.00000,,,,<LOD,5943,1.00000,0.00000,,,,<LOD,6442,1.00000,0.00000,,,,<LOD,9508,1.00000,0.00000,,,,<LOD,20273,1.00000,0.00000,,,,<LOD,66,1.00000,0.00000,,,,<LOD,18,1.00000,0.00000,,,,<LOD,35,1.00000,0.00000,,,,99,5,1.00000,0.00000,,,,<LOD,68,1.00000,0.00000,,,,<LOD,32,1.00000,0.00000,,,,<LOD,21,1.00000,0.00000,,,,723548,1101,1.00000,0.00000,C_A7_C,10,20,20,
820926,32,2024-04-22,14:19:27,Geochem(3-Beam),,32,No,,,PPM,,,,<LOD,35167,1.00000,0.00000,,,,50480,977,1.00000,0.00000,,,,202537,1149,1.00000,0.00000,,,,3944,107,1.00000,0.00000,,,,1196,73,1.00000,0.00000,,,,<LOD,1178,1.00000,0.00000,,,,15210,118,1.00000,0.00000,,,,7760,346,1.00000,0.00000,,,,275,86,1.00000,0.00000,,,,<LOD,212,1.00000,0.00000,,,,733,48,1.00000,0.00000,,,,37057,312,1.00000,0.00000,,,,208,60,1.00000,0.00000,,,,70,11,1.00000,0.00000,,,,191,13,1.00000,0.00000,,,,170,10,1.00000,0.00000,,,,30,6,1.00000,0.00000,,,,<LOD,7,1.00000,0.00000,,,,111,3,1.00000,0.00000,,,,200,4,1.00000,0.00000,,,,44,3,1.00000,0.00000,,,,559,7,1.00000,0.00000,,,,30,3,1.00000,0.00000,,,,<LOD,18,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,74,1.00000,0.00000,,,,<LOD,85,1.00000,0.00000,,,,<LOD,113,1.00000,0.00000,,,,129,16,1.00000,0.00000,,,,<LOD,7491,1.00000,0.00000,,,,<LOD,8038,1.00000,0.00000,,,,<LOD,11844,1.00000,0.00000,,,,<LOD,24837,1.00000,0.00000,,,,<LOD,84,1.00000,0.00000,,,,<LOD,23,1.00000,0.00000,,,,<LOD,42,1.00000,0.00000,,,,110,6,1.00000,0.00000,,,,<LOD,85,1.00000,0.00000,,,,49,9,1.00000,0.00000,,,,17,4,1.00000,0.00000,,,,678890,1348,1.00000,0.00000,C_B4_S,10,20,20,
820926,33,2024-04-22,14:22:16,Geochem(3-Beam),,33,No,,,PPM,,,,<LOD,31717,1.00000,0.00000,,,,42687,825,1.00000,0.00000,,,,186917,972,1.00000,0.00000,,,,3077,85,1.00000,0.00000,,,,853,57,1.00000,0.00000,,,,<LOD,1060,1.00000,0.00000,,,,12749,92,1.00000,0.00000,,,,6897,291,1.00000,0.00000,,,,<LOD,333,1.00000,0.00000,,,,<LOD,163,1.00000,0.00000,,,,707,41,1.00000,0.00000,,,,32868,254,1.00000,0.00000,,,,<LOD,249,1.00000,0.00000,,,,51,9,1.00000,0.00000,,,,131,10,1.00000,0.00000,,,,125,8,1.00000,0.00000,,,,17,5,1.00000,0.00000,,,,<LOD,6,1.00000,0.00000,,,,83,3,1.00000,0.00000,,,,183,3,1.00000,0.00000,,,,42,3,1.00000,0.00000,,,,514,6,1.00000,0.00000,,,,30,3,1.00000,0.00000,,,,<LOD,15,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,70,1.00000,0.00000,,,,<LOD,81,1.00000,0.00000,,,,<LOD,109,1.00000,0.00000,,,,136,19,1.00000,0.00000,,,,<LOD,6200,1.00000,0.00000,,,,<LOD,6558,1.00000,0.00000,,,,<LOD,9717,1.00000,0.00000,,,,<LOD,20414,1.00000,0.00000,,,,<LOD,65,1.00000,0.00000,,,,<LOD,18,1.00000,0.00000,,,,<LOD,34,1.00000,0.00000,,,,119,6,1.00000,0.00000,,,,<LOD,70,1.00000,0.00000,,,,<LOD,32,1.00000,0.00000,,,,<LOD,22,1.00000,0.00000,,,,711814,1147,1.00000,0.00000,C_B2_C,10,20,20,
820926,34,2024-04-22,14:24:18,Geochem(3-Beam),,34,No,,,PPM,,,,<LOD,30294,1.00000,0.00000,,,,55686,867,1.00000,0.00000,,,,200311,978,1.00000,0.00000,,,,2257,78,1.00000,0.00000,,,,823,57,1.00000,0.00000,,,,<LOD,1028,1.00000,0.00000,,,,9793,75,1.00000,0.00000,,,,6030,280,1.00000,0.00000,,,,<LOD,300,1.00000,0.00000,,,,<LOD,163,1.00000,0.00000,,,,424,34,1.00000,0.00000,,,,25729,210,1.00000,0.00000,,,,143,44,1.00000,0.00000,,,,39,8,1.00000,0.00000,,,,118,9,1.00000,0.00000,,,,82,7,1.00000,0.00000,,,,18,4,1.00000,0.00000,,,,<LOD,6,1.00000,0.00000,,,,93,3,1.00000,0.00000,,,,169,3,1.00000,0.00000,,,,36,2,1.00000,0.00000,,,,575,6,1.00000,0.00000,,,,21,2,1.00000,0.00000,,,,<LOD,15,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,70,1.00000,0.00000,,,,<LOD,82,1.00000,0.00000,,,,<LOD,110,1.00000,0.00000,,,,183,19,1.00000,0.00000,,,,<LOD,5754,1.00000,0.00000,,,,<LOD,6059,1.00000,0.00000,,,,<LOD,9004,1.00000,0.00000,,,,<LOD,19047,1.00000,0.00000,,,,<LOD,67,1.00000,0.00000,,,,<LOD,18,1.00000,0.00000,,,,<LOD,35,1.00000,0.00000,,,,43,4,1.00000,0.00000,,,,<LOD,72,1.00000,0.00000,,,,26,7,1.00000,0.00000,,,,<LOD,22,1.00000,0.00000,,,,697402,1156,1.00000,0.00000,D_C2_C,10,20,20,
820926,35,2024-04-22,14:27:56,Geochem(3-Beam),,35,No,,,PPM,,,,<LOD,33482,1.00000,0.00000,,,,52705,953,1.00000,0.00000,,,,210856,1126,1.00000,0.00000,,,,3776,103,1.00000,0.00000,,,,792,69,1.00000,0.00000,,,,<LOD,1118,1.00000,0.00000,,,,13329,103,1.00000,0.00000,,,,7289,339,1.00000,0.00000,,,,<LOD,369,1.00000,0.00000,,,,<LOD,187,1.00000,0.00000,,,,587,43,1.00000,0.00000,,,,32512,274,1.00000,0.00000,,,,<LOD,269,1.00000,0.00000,,,,49,10,1.00000,0.00000,,,,149,11,1.00000,0.00000,,,,131,9,1.00000,0.00000,,,,20,5,1.00000,0.00000,,,,<LOD,7,1.00000,0.00000,,,,105,3,1.00000,0.00000,,,,207,4,1.00000,0.00000,,,,41,3,1.00000,0.00000,,,,577,7,1.00000,0.00000,,,,30,3,1.00000,0.00000,,,,<LOD,17,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,74,1.00000,0.00000,,,,<LOD,84,1.00000,0.00000,,,,<LOD,112,1.00000,0.00000,,,,96,16,1.00000,0.00000,,,,<LOD,7337,1.00000,0.00000,,,,<LOD,7742,1.00000,0.00000,,,,<LOD,11656,1.00000,0.00000,,,,<LOD,24454,1.00000,0.00000,,,,<LOD,82,1.00000,0.00000,,,,<LOD,22,1.00000,0.00000,,,,<LOD,41,1.00000,0.00000,,,,66,5,1.00000,0.00000,,,,<LOD,84,1.00000,0.00000,,,,66,8,1.00000,0.00000,,,,15,4,1.00000,0.00000,,,,676602,1309,1.00000,0.00000,D_A1_5,10,20,20,
820926,36,2024-04-22,14:30:17,Geochem(3-Beam),,36,No,,,PPM,,,,<LOD,32566,1.00000,0.00000,,,,50939,906,1.00000,0.00000,,,,205663,1063,1.00000,0.00000,,,,3372,94,1.00000,0.00000,,,,1149,65,1.00000,0.00000,,,,<LOD,1097,1.00000,0.00000,,,,12739,96,1.00000,0.00000,,,,6250,303,1.00000,0.00000,,,,<LOD,337,1.00000,0.00000,,,,<LOD,184,1.00000,0.00000,,,,608,41,1.00000,0.00000,,,,30271,250,1.00000,0.00000,,,,<LOD,245,1.00000,0.00000,,,,37,9,1.00000,0.00000,,,,186,12,1.00000,0.00000,,,,148,9,1.00000,0.00000,,,,22,4,1.00000,0.00000,,,,<LOD,7,1.00000,0.00000,,,,94,3,1.00000,0.00000,,,,194,4,1.00000,0.00000,,,,43,3,1.00000,0.00000,,,,524,6,1.00000,0.00000,,,,24,3,1.00000,0.00000,,,,<LOD,17,1.00000,0.00000,,,,<LOD,0,1.00000,0.00000,,,,<LOD,72,1.00000,0.00000,,,,<LOD,83,1.00000,0.00000,,,,<LOD,109,1.00000,0.00000,,,,127,17,1.00000,0.00000,,,,<LOD,6422,1.00000,0.00000,,,,<LOD,6912,1.00000,0.00000,,,,<LOD,10387,1.00000,0.00000,,,,<LOD,21462,1.00000,0.00000,,,,<LOD,76,1.00000,0.00000,,,,<LOD,22,1.00000,0.00000,,,,<LOD,39,1.00000,0.00000,,,,65,5,1.00000,0.00000,,,,<LOD,78,1.00000,0.00000,,,,42,8,1.00000,0.00000,,,,<LOD,24,1.00000,0.00000,,,,687503,1240,1.00000,0.00000,C_B7_C,10,20,20,
